sampn,hcnty,hhtaz,hhzip,lang,hhnum,hhveh,hmrac,hhinc,hhtel,hstruc,wtrip,strip,ttrips,ttrans,truse,otran,auto,subwy,mbus,EXP1_FINAL_SAT,EXP1_FINAL_SUN,EXP1_FINAL_WKD,EXP1_FINAL_WKNDAY,EXP1_FINAL_WKNTOT,EXP_HH1B_AVGDAY
6037172,"Queens                                            ",373,"11104",1,3,0,1,3,3,1,1,,2,2,1,,,1,,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6037175,"Queens                                            ",373,"11104",1,1,0,1,3,2,4,1,,4,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037185,"Queens                                            ",370,"11104",1,1,1,1,2,1,6,,,2,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037197,"Queens                                            ",373,"11104",1,2,1,4,5,2,4,,,6,6,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037198,"Queens                                            ",373,"11104",1,3,1,1,3,3,4,1,,4,2,1,,,1,,,,3.8100000000000000e+02,,,2.7840214285714285e+02
6037201,"Queens                                            ",373,"11104",1,2,0,1,3,3,2,,1,5,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037202,"Queens                                            ",370,"11104",1,4,1,1,4,2,1,1,1,8,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037207,"Queens                                            ",368,"11104",1,1,1,1,3,3,4,,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037209,"Queens                                            ",367,"11104",1,2,0,1,5,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037218,"Queens                                            ",370,"11104",1,2,0,1,3,1,4,1,,4,1,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037223,"Queens                                            ",370,"11104",1,2,1,1,4,3,6,1,,2,2,1,,,1,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037229,"Queens                                            ",370,"11104",1,4,0,1,5,3,3,1,,4,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037250,"Queens                                            ",370,"11104",1,2,1,1,3,3,4,1,,3,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037270,"Queens                                            ",371,"11104",1,3,1,1,4,3,1,,,2,0,,,,,,1.9943000000000000e+03,,,7.2089999999999998e+02,1.4418800000000001e+03,2.1070877142857140e+02
6037275,"Queens                                            ",358,"11104",1,2,1,1,4,3,6,,,0,0,,,,,,,,2.5290000000000001e+02,,,1.8479764285714285e+02
6037282,"Queens                                            ",371,"11104",1,2,0,4,3,2,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037285,"Queens                                            ",370,"11104",1,2,1,1,3,3,4,1,,6,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037286,"Queens                                            ",370,"11104",1,1,0,2,3,2,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037300,"Queens                                            ",371,"11104",1,3,1,3,2,1,2,1,,2,2,1,,,,1,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037323,"Queens                                            ",365,"11104",1,1,0,1,2,2,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037334,"Queens                                            ",371,"11104",1,1,0,1,1,1,6,,1,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037346,"Queens                                            ",373,"11104",1,2,0,1,1,2,2,1,1,5,5,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037380,"Queens                                            ",366,"11104",2,1,1,3,1,3,6,,,1,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037398,"Queens                                            ",359,"11105",1,3,1,3,4,2,1,1,,5,8,1,,,1,1,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6037417,"Queens                                            ",340,"11105",1,1,1,1,4,3,6,,,6,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037426,"Queens                                            ",359,"11105",1,2,0,1,2,2,2,1,,4,4,1,,,1,1,,,3.0860000000000002e+02,,,2.2549842857142855e+02
6037427,"Queens                                            ",322,"11105",1,2,1,1,3,2,4,1,,4,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037429,"Queens                                            ",340,"11105",1,1,0,1,1,1,6,,,3,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037448,"Queens                                            ",327,"11105",1,1,0,1,3,3,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037449,"Queens                                            ",327,"11105",1,1,0,1,4,2,4,1,,6,5,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037455,"Queens                                            ",321,"11105",1,2,1,5,5,3,2,,,2,2,1,,,1,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037457,"Queens                                            ",321,"11105",1,1,1,1,1,3,6,,,0,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037461,"Queens                                            ",321,"11105",1,2,0,1,3,2,2,1,,6,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037480,"Queens                                            ",326,"11105",1,1,0,5,2,3,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037490,"Queens                                            ",321,"11105",1,3,0,1,3,3,1,1,,4,4,1,,,1,,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6037507,"Queens                                            ",326,"11105",1,2,1,5,5,3,2,,,3,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037514,"Queens                                            ",324,"11105",1,2,2,1,5,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037516,"Queens                                            ",319,"11105",1,1,1,1,3,3,4,,,3,0,,,,,,,1.6557000000000000e+03,,8.2979999999999995e+02,1.6597000000000000e+03,2.4253868571428566e+02
6037518,"Queens                                            ",321,"11105",1,3,0,5,6,3,4,,,6,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037527,"Queens                                            ",320,"11105",1,2,1,1,3,2,2,1,,7,6,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037538,"Queens                                            ",319,"11105",1,4,1,3,3,3,4,1,,2,2,1,,,1,,,,3.7580000000000001e+02,,,2.7460242857142856e+02
6037541,"Queens                                            ",319,"11105",1,1,1,1,3,3,4,,,3,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037547,"Queens                                            ",320,"11105",1,1,0,3,3,2,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037549,"Queens                                            ",324,"11105",1,1,1,1,2,2,4,,,0,0,,,,,,2.2206999999999998e+03,,,1.1239000000000001e+03,2.2478899999999999e+03,3.2849991428571428e+02
6037554,"Queens                                            ",324,"11373",1,2,0,4,2,2,6,,1,5,5,1,,,1,,,,2.9000000000000000e+02,,,2.1190714285714284e+02
6037570,"Queens                                            ",320,"11105",1,1,0,3,1,1,6,,,2,2,1,,,,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037571,"Queens                                            ",320,"11105",1,2,1,1,2,3,6,,,0,0,,,,,,,,2.9000000000000000e+02,,,2.1190714285714284e+02
6037574,"Queens                                            ",320,"11105",1,1,0,1,2,2,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037578,"Queens                                            ",319,"11105",1,4,2,3,2,3,3,1,,2,3,1,,,1,1,,,3.1650000000000000e+02,,,2.3127107142857142e+02
6037597,"Queens                                            ",336,"11106",1,1,0,1,3,3,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037605,"Queens                                            ",347,"11106",1,1,0,4,1,2,4,1,,4,2,1,,,1,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037616,"Queens                                            ",336,"11106",1,1,0,1,2,3,4,1,,3,3,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037620,"Queens                                            ",337,"11106",1,2,0,4,2,1,4,,,0,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037631,"Queens                                            ",337,"11106",1,2,0,1,3,2,6,,,3,3,1,,,1,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037643,"Queens                                            ",347,"11106",1,1,0,4,4,3,4,1,,3,3,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037655,"Queens                                            ",336,"11106",1,4,1,1,1,3,2,1,,2,0,,,,,,,1.3275000000000000e+03,2.4130000000000001e+02,7.0150000000000000e+02,1.4029900000000000e+03,1.7632135714285712e+02
6037661,"Queens                                            ",347,"11106",1,1,0,1,3,2,4,1,,4,3,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037666,"Queens                                            ",337,"11106",1,2,1,5,5,3,4,1,,2,1,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037695,"Queens                                            ",337,"11106",1,3,2,1,4,3,2,1,,4,4,1,,,1,,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6037704,"Queens                                            ",348,"11106",1,1,0,5,3,2,4,1,,5,4,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037710,"Queens                                            ",330,"11106",1,1,0,1,2,3,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037714,"Queens                                            ",360,"11106",1,1,0,1,3,1,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037724,"Queens                                            ",360,"11106",2,4,0,3,2,3,2,1,,3,3,1,,,1,1,,,2.7600000000000000e+02,,,2.0167714285714283e+02
6037733,"Queens                                            ",360,"11106",1,2,0,1,2,3,2,1,,2,2,1,,,1,,,,3.0860000000000002e+02,,,2.2549842857142855e+02
6037749,"Queens                                            ",330,"11106",1,3,4,1,1,3,5,,,4,1,1,,,1,,,2.1550000000000000e+03,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6037751,"Queens                                            ",330,"11106",1,2,0,1,5,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037796,"Queens                                            ",361,"11106",1,6,0,4,1,3,6,,,3,0,,,,,,,2.1550000000000000e+03,,1.1217000000000000e+03,2.2433800000000001e+03,3.2785688571428574e+02
6037800,"Queens                                            ",361,"11106",1,1,0,2,2,3,4,1,,2,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037809,"Queens                                            ",329,"11106",1,1,0,1,3,2,4,1,,2,1,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037814,"Queens                                            ",330,"11106",1,5,2,5,2,3,3,1,,2,0,,,,,,,,3.1650000000000000e+02,,,2.3127107142857142e+02
6037820,"Queens                                            ",330,"11106",1,2,0,1,4,2,2,1,1,8,5,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037828,"Queens                                            ",334,"11106",1,1,1,1,6,3,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037832,"Queens                                            ",334,"11106",1,5,1,5,3,3,2,,,2,0,,,,,,2.3326999999999998e+03,,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6037837,"Queens                                            ",347,"11106",1,1,0,1,2,3,6,,,4,1,1,,,,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037845,"Queens                                            ",361,"11106",1,1,0,2,2,1,4,1,,3,5,1,,,1,1,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6037881,"Queens                                            ",334,"11106",1,4,1,1,3,3,1,1,,3,2,1,,,1,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037919,"Queens                                            ",746,"11106",1,3,1,1,1,2,3,,,6,0,,,,,,,,2.9850000000000000e+02,,,2.1811821428571429e+02
6037934,"Queens                                            ",362,"11109",1,2,0,5,5,3,2,1,,3,3,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037940,"Queens                                            ",362,"11109",1,1,0,1,6,2,4,1,,4,4,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6037943,"Queens                                            ",362,"11109",1,2,2,1,5,3,2,,,4,0,,,,,,,1.3275000000000000e+03,,7.0150000000000000e+02,1.4029900000000000e+03,2.0503842857142854e+02
6037960,"Queens                                            ",489,"11354",1,4,2,4,3,3,4,1,,2,0,,,,,,,,3.7580000000000001e+02,,,2.7460242857142856e+02
6037971,"Queens                                            ",493,"11354",1,2,1,4,2,1,2,1,,2,4,1,,,1,1,,,3.0860000000000002e+02,,,2.2549842857142855e+02
6037973,"Queens                                            ",493,"11354",1,2,1,1,1,3,6,,,2,2,1,,,,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6037976,"Queens                                            ",493,"11354",1,1,0,1,1,1,6,,,0,0,,,,,,,2.1550000000000000e+03,,1.1388000000000000e+03,2.2775799999999999e+03,3.3285497142857139e+02
6037982,"Queens                                            ",522,"11354",1,1,1,1,3,3,4,,,0,0,,,,,,1.6712000000000000e+03,,,8.2979999999999995e+02,1.6597000000000000e+03,2.4253868571428566e+02
6038000,"Queens                                            ",519,"11354",1,1,0,1,1,2,6,,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6038006,"Queens                                            ",493,"11354",1,3,2,4,3,3,2,1,,2,3,1,,,1,1,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6038014,"Queens                                            ",493,"11354",1,1,4,1,2,1,6,,,5,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038022,"Queens                                            ",533,"11354",1,3,1,1,4,3,2,1,,2,0,,,,,,,,3.0480000000000001e+02,,,2.2272171428571428e+02
6038037,"Queens                                            ",493,"11354",1,2,1,4,3,3,2,1,,7,7,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038052,"Queens                                            ",493,"11354",1,3,1,4,3,1,3,1,,4,6,1,,,1,1,,,3.8100000000000000e+02,,,2.7840214285714285e+02
6038058,"Queens                                            ",557,"11354",1,1,1,5,3,3,4,1,,2,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038068,"Queens                                            ",493,"11354",1,1,1,1,1,1,6,,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6038070,"Queens                                            ",493,"11354",1,1,1,5,2,3,6,,,4,4,1,,,1,1,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038086,"Queens                                            ",493,"11354",1,1,0,2,1,3,6,,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6038093,"Queens                                            ",493,"11354",1,2,1,4,1,1,6,,,4,4,1,,,,1,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6038114,"Queens                                            ",493,"11354",1,3,2,4,2,3,2,,,3,5,1,,,1,1,1.4370000000000000e+03,,2.4130000000000001e+02,7.0150000000000000e+02,1.4029900000000000e+03,1.7632135714285712e+02
6038124,"Queens                                            ",516,"11354",1,2,1,4,3,3,2,1,,2,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038125,"Queens                                            ",523,"11354",1,4,1,4,4,3,3,,,2,2,1,,,,1,,2.1550000000000000e+03,,8.5729999999999995e+02,1.7145899999999999e+03,2.5057654285714281e+02
6038126,"Queens                                            ",520,"11354",1,2,2,1,7,3,2,1,,4,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038133,"Queens                                            ",493,"11354",1,2,2,1,3,3,2,1,,3,3,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038143,"Queens                                            ",520,"11354",1,2,1,1,1,3,6,,,2,0,,,,,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6038193,"Queens                                            ",514,"11354",1,2,2,1,6,3,4,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038219,"Queens                                            ",515,"11354",1,2,0,1,4,3,2,,,0,0,,,,,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038247,"Queens                                            ",495,"11354",2,5,0,3,1,3,1,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038255,"Queens                                            ",495,"11354",1,1,0,3,2,2,4,1,,3,2,1,,,1,,,,3.2950000000000000e+02,,,2.4077035714285714e+02
6038296,"Queens                                            ",513,"11354",1,4,0,4,1,3,2,1,,2,2,1,,,1,,,,2.4130000000000001e+02,,,1.7632135714285712e+02
6038297,"Queens                                            ",513,"11354",1,2,0,4,2,3,4,1,,2,2,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
